,Delivered Date,Facility Name,Facility Type,Item Description,Product Source,Type,Units,QTY Per UOM,Total Amount,week_of_year
8599,2020-05-18,Pennington Gardens,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 1860], One-Size",SNS,n95,4.0,20.0,80,20
8601,2020-05-18,Pennington Gardens,Ltcf,"Masks, N95, Med/Large",SNS,n95,1.0,20.0,20,20
8607,2020-05-18,Pennington Gardens,Ltcf,Disposable Gown One Size,Maricopa,gowns,150.0,1.0,150,20
8608,2020-05-18,Pennington Gardens,Ltcf,"Gown, Yellow 3XL Isolation",Maricopa,gowns,150.0,1.0,150,20
8613,2020-05-18,Pennington Gardens,Ltcf,"Gloves, (NITRILE), Small",Donations,gloves,1.0,100.0,100,20
8614,2020-05-18,Pennington Gardens,Ltcf,"Gloves, (NITRILE), Medium",Donations,gloves,2.0,100.0,200,20
8615,2020-05-18,Pennington Gardens,Ltcf,"Gloves, (NITRILE), Large",Donations,gloves,1.0,100.0,100,20
8619,2020-05-18,Pennington Gardens,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,4.0,24.0,96,20
8622,2020-05-18,Brookdale North Mesa,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,32.0,30.0,960,20
8624,2020-05-18,Brookdale North Mesa,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 1860], One-Size",SNS,n95,2.0,20.0,40,20
8646,2020-05-18,Everlasting Services,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,2.0,50.0,100,20
8647,2020-05-18,Everlasting Services,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,2.0,30.0,60,20
8649,2020-05-18,Everlasting Services,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 1860], One-Size",SNS,n95,2.0,20.0,40,20
8659,2020-05-18,Everlasting Services,Ltcf,"Gown, Yellow 3XL Isolation",Maricopa,gowns,2.0,30.0,60,20
8662,2020-05-18,Everlasting Services,Ltcf,"Gloves, (NITRILE), X Small",Donations,gloves,2.0,100.0,200,20
8663,2020-05-18,Everlasting Services,Ltcf,"Gloves, (NITRILE), Small",Donations,gloves,3.0,100.0,300,20
8664,2020-05-18,Everlasting Services,Ltcf,"Gloves, (NITRILE), Medium",Donations,gloves,3.0,100.0,300,20
8665,2020-05-18,Everlasting Services,Ltcf,"Gloves, (NITRILE), Large",Donations,gloves,3.0,100.0,300,20
8669,2020-05-18,Everlasting Services,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,2.0,24.0,48,20
8671,2020-05-18,Glynnis Place,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,1.0,50.0,50,20
8672,2020-05-18,Glynnis Place,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,1.0,30.0,30,20
8684,2020-05-18,Glynnis Place,Ltcf,Disposable XXL Gown,Donations,gowns,1.0,30.0,30,20
8688,2020-05-18,Glynnis Place,Ltcf,"Gloves, (NITRILE), Small",Donations,gloves,1.0,100.0,100,20
8689,2020-05-18,Glynnis Place,Ltcf,"Gloves, (NITRILE), Medium",Donations,gloves,2.0,100.0,200,20
8694,2020-05-18,Glynnis Place,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,1.0,24.0,24,20
8696,2020-05-18,Heaven on Earth,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,1.0,50.0,50,20
8697,2020-05-18,Heaven on Earth,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,1.0,30.0,30,20
8713,2020-05-18,Heaven on Earth,Ltcf,"Gloves, (NITRILE), Small",Donations,gloves,1.0,100.0,100,20
8719,2020-05-18,Heaven on Earth,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,1.0,24.0,24,20
8721,2020-05-18,Immanuel Campus of Care,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,20.0,50.0,1000,20
8722,2020-05-18,Immanuel Campus of Care,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,6.0,30.0,180,20
8724,2020-05-18,Immanuel Campus of Care,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 1860], One-Size",SNS,n95,6.0,20.0,120,20
8735,2020-05-18,Immanuel Campus of Care,Ltcf,"Gloves, (LATEX), X Small",Donations,gloves,1.0,100.0,100,20
8736,2020-05-18,Immanuel Campus of Care,Ltcf,"Gloves, (LATEX), Small",Donations,gloves,1.0,100.0,100,20
8737,2020-05-18,Immanuel Campus of Care,Ltcf,"Gloves, (NITRILE), X Small",Donations,gloves,4.0,100.0,400,20
8738,2020-05-18,Immanuel Campus of Care,Ltcf,"Gloves, (NITRILE), Small",Donations,gloves,3.0,100.0,300,20
8739,2020-05-18,Immanuel Campus of Care,Ltcf,"Gloves, (NITRILE), Medium",Donations,gloves,3.0,100.0,300,20
8740,2020-05-18,Immanuel Campus of Care,Ltcf,"Gloves, (NITRILE), Large",Donations,gloves,5.0,100.0,500,20
8741,2020-05-18,Immanuel Campus of Care,Ltcf,"Gloves, (NITRILE), X Large",Donations,gloves,4.0,100.0,400,20
8742,2020-05-18,Immanuel Campus of Care,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,16.0,24.0,384,20
8744,2020-05-21,Age Care Limited,Other,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,2.0,50.0,100,20
8749,2020-05-21,Age Care Limited,Other,"Masks, N95, Med/Large",SNS,n95,2.0,20.0,40,20
8755,2020-05-21,Age Care Limited,Other,Disposable Gown One Size,Maricopa,gowns,50.0,1.0,50,20
8761,2020-05-21,Age Care Limited,Other,"Gloves, (NITRILE), Small",Donations,gloves,1.0,100.0,100,20
8762,2020-05-21,Age Care Limited,Other,"Gloves, (NITRILE), Medium",Donations,gloves,3.0,100.0,300,20
8767,2020-05-21,Age Care Limited,Other,"Face Shield, Full Foam Top",SNS,face shield,2.0,24.0,48,20
8769,2020-05-22,Save the Family,Other,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,10.0,50.0,500,20
8774,2020-05-22,Save the Family,Other,Urance KN95 Mask,AZ/MasCache,kn95,15.0,20.0,300,20
8785,2020-05-22,Save the Family,Other,"Gloves, (NITRILE), X Small",Donations,gloves,2.0,100.0,200,20
8786,2020-05-22,Save the Family,Other,"Gloves, (NITRILE), Small",Donations,gloves,1.0,100.0,100,20
8787,2020-05-22,Save the Family,Other,"Gloves, (NITRILE), Medium",Donations,gloves,3.0,100.0,300,20
8788,2020-05-22,Save the Family,Other,"Gloves, (NITRILE), Large",Donations,gloves,1.0,100.0,100,20
8789,2020-05-22,Save the Family,Other,"Gloves, (NITRILE), X Large",Donations,gloves,2.0,100.0,200,20
8794,2020-05-22,TCH/The Center of Habilitations,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,100.0,50.0,5000,20
8795,2020-05-22,TCH/The Center of Habilitations,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,2.0,30.0,60,20
8799,2020-05-22,TCH/The Center of Habilitations,Ltcf,"Masks, N95, Med/Large",SNS,n95,2.0,20.0,40,20
8805,2020-05-22,TCH/The Center of Habilitations,Ltcf,Disposable Gown One Size,Maricopa,gowns,200.0,1.0,200,20
8810,2020-05-22,TCH/The Center of Habilitations,Ltcf,"Gloves, (NITRILE), X Small",Donations,gloves,4.0,300.0,1200,20
8811,2020-05-22,TCH/The Center of Habilitations,Ltcf,"Gloves, (NITRILE), Small",Donations,gloves,4.0,300.0,1200,20
8812,2020-05-22,TCH/The Center of Habilitations,Ltcf,"Gloves, (NITRILE), Medium",Donations,gloves,4.0,300.0,1200,20
8813,2020-05-22,TCH/The Center of Habilitations,Ltcf,"Gloves, (NITRILE), Large",Donations,gloves,4.0,300.0,1200,20
8814,2020-05-22,TCH/The Center of Habilitations,Ltcf,"Gloves, (NITRILE), X Large",Donations,gloves,4.0,250.0,1000,20
8817,2020-05-22,TCH/The Center of Habilitations,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,8.0,24.0,192,20
8820,2020-05-22,Avondale Fire,Ems,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,66.0,30.0,1980,20
8824,2020-05-22,Avondale Fire,Ems,"Masks, N95, Med/Large",SNS,n95,1.0,20.0,20,20
8849,2020-05-22,AZ State Hospital,Acute,Urance KN95 Mask,AZ/MasCache,kn95,500.0,20.0,10000,20
8880,2020-05-22,Belmont Village Scottsdale,Ltcf,Disposable Gown One Size,Maricopa,gowns,600.0,1.0,600,20
8894,2020-05-22,Merrill Gardens at The Oaks,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,20.0,50.0,1000,20
8895,2020-05-22,Merrill Gardens at The Oaks,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,2.0,30.0,60,20
8899,2020-05-22,Merrill Gardens at The Oaks,Ltcf,"Masks, N95, Med/Large",SNS,n95,2.0,20.0,40,20
8905,2020-05-22,Merrill Gardens at The Oaks,Ltcf,Disposable Gown One Size,Maricopa,gowns,200.0,1.0,200,20
8910,2020-05-22,Merrill Gardens at The Oaks,Ltcf,"Gloves, (NITRILE), X Small",Donations,gloves,4.0,300.0,1200,20
8911,2020-05-22,Merrill Gardens at The Oaks,Ltcf,"Gloves, (NITRILE), Small",Donations,gloves,4.0,300.0,1200,20
8912,2020-05-22,Merrill Gardens at The Oaks,Ltcf,"Gloves, (NITRILE), Medium",Donations,gloves,4.0,300.0,1200,20
8913,2020-05-22,Merrill Gardens at The Oaks,Ltcf,"Gloves, (NITRILE), Large",Donations,gloves,4.0,300.0,1200,20
8914,2020-05-22,Merrill Gardens at The Oaks,Ltcf,"Gloves, (NITRILE), X Large",Donations,gloves,4.0,250.0,1000,20
8917,2020-05-22,Merrill Gardens at The Oaks,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,2.0,24.0,48,20
8919,2020-05-22,Ohana Developmental Homes Chanute House,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,12.0,50.0,600,20
8935,2020-05-22,Ohana Developmental Homes Chanute House,Ltcf,"Gloves, (NITRILE), X Small",Donations,gloves,1.0,300.0,300,20
8936,2020-05-22,Ohana Developmental Homes Chanute House,Ltcf,"Gloves, (NITRILE), Small",SNS,gloves,2.0,300.0,600,20
8937,2020-05-22,Ohana Developmental Homes Chanute House,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,3.0,300.0,900,20
8938,2020-05-22,Ohana Developmental Homes Chanute House,Ltcf,"Gloves, (NITRILE), Large",SNS,gloves,2.0,300.0,600,20
8939,2020-05-22,Ohana Developmental Homes Chanute House,Ltcf,"Gloves, (NITRILE), X Large",Donations,gloves,1.0,250.0,250,20
8942,2020-05-22,Ohana Developmental Homes Chanute House,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,5.0,24.0,120,20
8944,2020-05-22,Quail Manor Assisted Living,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,10.0,50.0,500,20
8945,2020-05-22,Quail Manor Assisted Living,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,4.0,30.0,120,20
8949,2020-05-22,Quail Manor Assisted Living,Ltcf,"Masks, N95, Med/Large",SNS,n95,3.0,20.0,60,20
8955,2020-05-22,Quail Manor Assisted Living,Ltcf,Disposable Gown One Size,Maricopa,gowns,50.0,1.0,50,20
8960,2020-05-22,Quail Manor Assisted Living,Ltcf,"Gloves, (NITRILE), X Small",Donations,gloves,1.0,300.0,300,20
8961,2020-05-22,Quail Manor Assisted Living,Ltcf,"Gloves, (NITRILE), Small",Donations,gloves,3.0,300.0,900,20
8962,2020-05-22,Quail Manor Assisted Living,Ltcf,"Gloves, (NITRILE), Medium",Donations,gloves,3.0,300.0,900,20
8963,2020-05-22,Quail Manor Assisted Living,Ltcf,"Gloves, (NITRILE), Large",Donations,gloves,2.0,300.0,600,20
8967,2020-05-22,Quail Manor Assisted Living,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,4.0,24.0,96,20
8974,2020-05-21,La Frontera Empact SPC,Other,KN95,SNS,n95,250.0,20.0,5000,20
8993,2020-05-21,La Frontera Empact SPC,Other,Hand Sanitizer (gal),SNS,hand sanitizer,2.0,5.0,10,20
8996,2020-05-21,Solterra Senior Living Chandler,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,2.0,30.0,60,20
9000,2020-05-21,Solterra Senior Living Chandler,Ltcf,"Masks, N95, Med/Large",SNS,n95,2.0,20.0,40,20
9006,2020-05-21,Solterra Senior Living Chandler,Ltcf,Disposable Gown One Size,Maricopa,gowns,200.0,1.0,200,20
9018,2020-05-21,Solterra Senior Living Chandler,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,1.0,24.0,24,20
9020,2020-05-21,Avamere at The Stratford,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,20.0,50.0,1000,20
9025,2020-05-21,Avamere at The Stratford,Ltcf,"Masks, N95, Med/Large",SNS,n95,1.0,20.0,20,20
9031,2020-05-21,Avamere at The Stratford,Ltcf,Disposable Gown One Size,Maricopa,gowns,250.0,1.0,250,20
9038,2020-05-21,Avamere at The Stratford,Ltcf,"Gloves, (NITRILE), Medium",Donations,gloves,15.0,100.0,1500,20
9039,2020-05-21,Avamere at The Stratford,Ltcf,"Gloves, (NITRILE), Large",SNS,gloves,5.0,100.0,500,20
9043,2020-05-21,Avamere at The Stratford,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,1.0,24.0,24,20
9045,2020-05-21,Florence Crittenton of Arizona,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,20.0,50.0,1000,20
9046,2020-05-21,Florence Crittenton of Arizona,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,2.0,30.0,60,20
9050,2020-05-21,Florence Crittenton of Arizona,Ltcf,"Masks, N95, Med/Large",SNS,n95,2.0,20.0,40,20
9056,2020-05-21,Florence Crittenton of Arizona,Ltcf,Disposable Gown One Size,Maricopa,gowns,50.0,1.0,50,20
9062,2020-05-21,Florence Crittenton of Arizona,Ltcf,"Gloves, (NITRILE), Small",Donations,gloves,2.0,100.0,200,20
9063,2020-05-21,Florence Crittenton of Arizona,Ltcf,"Gloves, (NITRILE), Medium",Donations,gloves,3.0,100.0,300,20
9064,2020-05-21,Florence Crittenton of Arizona,Ltcf,"Gloves, (NITRILE), Large",Donations,gloves,1.0,100.0,100,20
9068,2020-05-21,Florence Crittenton of Arizona,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,2.0,24.0,48,20
9073,2020-05-20,Maya House,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,1.0,50.0,50,20
9074,2020-05-20,Maya House,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,1.0,30.0,30,20
9084,2020-05-20,Maya House,Ltcf,"Gown, Yellow 3XL Isolation",Maricopa,gowns,20.0,1.0,20,20
9091,2020-05-20,Maya House,Ltcf,"Gloves, (NITRILE), Medium",Donations,gloves,1.0,100.0,100,20
9096,2020-05-20,Maya House,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,1.0,24.0,24,20
9099,2020-05-20,Mission Palms,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,12.0,30.0,360,20
9103,2020-05-20,Mission Palms,Ltcf,"Masks, N95, Med/Large",SNS,n95,2.0,20.0,40,20
9109,2020-05-20,Mission Palms,Ltcf,Disposable Gown One Size,Maricopa,gowns,600.0,1.0,600,20
9121,2020-05-20,Mission Palms,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,8.0,24.0,192,20
9134,2020-05-20,Glencroft - Providence Place,Ltcf,"Gown, Yellow 3XL Isolation",Maricopa,gowns,14.0,50.0,700,20
9139,2020-05-20,Glencroft - Providence Place,Ltcf,"Gloves, (NITRILE), X Small",Donations,gloves,2.0,100.0,200,20
9140,2020-05-20,Glencroft - Providence Place,Ltcf,"Gloves, (NITRILE), Small",Donations,gloves,5.0,100.0,500,20
9141,2020-05-20,Glencroft - Providence Place,Ltcf,"Gloves, (NITRILE), Medium",Donations,gloves,6.0,100.0,600,20
9142,2020-05-20,Glencroft - Providence Place,Ltcf,"Gloves, (NITRILE), Large",Donations,gloves,5.0,100.0,500,20
9143,2020-05-20,Glencroft - Providence Place,Ltcf,"Gloves, (NITRILE), X Large",Donations,gloves,2.0,100.0,200,20
9148,2020-05-20,Aquila Dental Design,Private,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,1.0,50.0,50,20
9149,2020-05-20,Aquila Dental Design,Private,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,2.0,30.0,60,20
9159,2020-05-20,Aquila Dental Design,Private,"Gown, Yellow 3XL Isolation",Maricopa,gowns,0.2,50.0,10,20
9166,2020-05-20,Aquila Dental Design,Private,Neoprene Medium Gloves,Donations,gloves,1.0,100.0,100,20
9171,2020-05-20,Aquila Dental Design,Private,"Face Shield, Full Foam Top",Donations,face shield,10.0,1.0,10,20
9173,2020-05-20,Aires LLC,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,2.0,50.0,100,20
9174,2020-05-20,Aires LLC,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,2.0,30.0,60,20
9178,2020-05-20,Aires LLC,Ltcf,"Masks, N95, Med/Large",SNS,n95,2.0,20.0,40,20
9184,2020-05-20,Aires LLC,Ltcf,Disposable Gown One Size,Maricopa,gowns,100.0,1.0,100,20
9190,2020-05-20,Aires LLC,Ltcf,"Gloves, (NITRILE), Small",Donations,gloves,2.0,100.0,200,20
9191,2020-05-20,Aires LLC,Ltcf,"Gloves, (NITRILE), Medium",Donations,gloves,2.0,100.0,200,20
9192,2020-05-20,Aires LLC,Ltcf,"Gloves, (NITRILE), Large",Donations,gloves,1.0,100.0,100,20
9196,2020-05-20,Aires LLC,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,4.0,24.0,96,20
9198,2020-05-19,Desert Haven Care Center,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,40.0,50.0,2000,20
9199,2020-05-19,Desert Haven Care Center,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,4.0,30.0,120,20
9203,2020-05-19,Desert Haven Care Center,Ltcf,"Masks, N95, Med/Large",SNS,n95,4.0,20.0,80,20
9209,2020-05-19,Desert Haven Care Center,Ltcf,Reusable Gowns,Maricopa,gowns,80.0,1.0,80,20
9212,2020-05-19,Desert Haven Care Center,Ltcf,"Gloves, (LATEX), X Small",Donations,gloves,4.0,100.0,400,20
9213,2020-05-19,Desert Haven Care Center,Ltcf,"Gloves, (LATEX), Small",Donations,gloves,4.0,100.0,400,20
9214,2020-05-19,Desert Haven Care Center,Ltcf,"Gloves, (NITRILE), X Small",Donations,gloves,4.0,100.0,400,20
9215,2020-05-19,Desert Haven Care Center,Ltcf,"Gloves, (NITRILE), Small",Donations,gloves,4.0,100.0,400,20
9216,2020-05-19,Desert Haven Care Center,Ltcf,"Gloves, (NITRILE), Medium",Donations,gloves,8.0,100.0,800,20
9217,2020-05-19,Desert Haven Care Center,Ltcf,"Gloves, (NITRILE), Large",Donations,gloves,4.0,100.0,400,20
9218,2020-05-19,Desert Haven Care Center,Ltcf,"Gloves, (NITRILE), X Large",Donations,gloves,4.0,100.0,400,20
9219,2020-05-19,Desert Haven Care Center,Ltcf,Neoprene Large,Donations,gloves,4.0,100.0,400,20
9220,2020-05-19,Desert Haven Care Center,Ltcf,Neoprene X Large,Donations,gloves,4.0,100.0,400,20
9221,2020-05-19,Desert Haven Care Center,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,21.0,24.0,504,20
9234,2020-05-19,Life Care Center Paradise Valley,Ltcf,"Gown, Yellow 3XL Isolation",Maricopa,gowns,2.4,50.0,120,20
9259,2020-05-19,Renaissance Luxury Senior Living,Ltcf,Reusable Gowns,Maricopa,gowns,5.0,20.0,100,20
9271,2020-05-19,Renaissance Luxury Senior Living,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,1.0,24.0,24,20
9273,2020-05-19,Villa Ocotillo Assisted Living & Memory,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,20.0,50.0,1000,20
9274,2020-05-19,Villa Ocotillo Assisted Living & Memory,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,2.0,30.0,60,20
9276,2020-05-19,Villa Ocotillo Assisted Living & Memory,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 1860], One-Size",SNS,n95,2.0,20.0,40,20
9296,2020-05-19,Villa Ocotillo Assisted Living & Memory,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,3.0,24.0,72,20
9298,2020-05-15,Woodmark,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,2.0,50.0,100,19
9299,2020-05-15,Woodmark,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,3.0,30.0,90,19
9309,2020-05-15,Woodmark,Ltcf,Disposable Gown One Size,Maricopa,gowns,1.0,50.0,50,19
9310,2020-05-15,Woodmark,Ltcf,"Gown, Yellow 3XL Isolation",Maricopa,gowns,1.2,50.0,60,19
9315,2020-05-15,Woodmark,Ltcf,"Gloves, (NITRILE), Small",Donations,gloves,1.0,100.0,100,19
9316,2020-05-15,Woodmark,Ltcf,"Gloves, (NITRILE), Medium",Donations,gloves,1.0,100.0,100,19
9321,2020-05-15,Woodmark,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,1.0,24.0,24,19
9323,2020-05-19,Arizona Training & Evaluation Center,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,10.0,50.0,500,20
9324,2020-05-19,Arizona Training & Evaluation Center,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,2.0,30.0,60,20
9328,2020-05-19,Arizona Training & Evaluation Center,Ltcf,"Masks, N95, Med/Large",SNS,n95,2.0,20.0,40,20
9334,2020-05-19,Arizona Training & Evaluation Center,Ltcf,Reusable Gowns,Maricopa,gowns,1.5,20.0,30,20
9339,2020-05-19,Arizona Training & Evaluation Center,Ltcf,"Gloves, (NITRILE), X Small",Donations,gloves,200.0,100.0,20000,20
9340,2020-05-19,Arizona Training & Evaluation Center,Ltcf,"Gloves, (NITRILE), Small",Donations,gloves,300.0,100.0,30000,20
9341,2020-05-19,Arizona Training & Evaluation Center,Ltcf,"Gloves, (NITRILE), Medium",Donations,gloves,300.0,100.0,30000,20
9342,2020-05-19,Arizona Training & Evaluation Center,Ltcf,"Gloves, (NITRILE), Large",Donations,gloves,200.0,100.0,20000,20
9343,2020-05-19,Arizona Training & Evaluation Center,Ltcf,"Gloves, (NITRILE), X Large",Donations,gloves,100.0,100.0,10000,20
9346,2020-05-19,Arizona Training & Evaluation Center,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,1.0,24.0,24,20
9359,2020-05-15,Avenir Memory Care at Chandler,Ltcf,Disposable Gown One Size,Maricopa,gowns,2.0,50.0,100,19
9360,2020-05-15,Avenir Memory Care at Chandler,Ltcf,"Gown, Yellow 3XL Isolation",Maricopa,gowns,2.0,50.0,100,19
9364,2020-05-15,Avenir Memory Care at Chandler,Ltcf,"Gloves, (NITRILE), X Small",Donations,gloves,2.0,100.0,200,19
9365,2020-05-15,Avenir Memory Care at Chandler,Ltcf,"Gloves, (NITRILE), Small",Donations,gloves,1.0,100.0,100,19
9366,2020-05-15,Avenir Memory Care at Chandler,Ltcf,"Gloves, (NITRILE), Medium",Donations,gloves,2.0,100.0,200,19
9367,2020-05-15,Avenir Memory Care at Chandler,Ltcf,"Gloves, (NITRILE), Large",Donations,gloves,1.0,100.0,100,19
9373,2020-05-15,Center for Family Services,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,6.0,50.0,300,19
9374,2020-05-15,Center for Family Services,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,3.0,30.0,90,19
9385,2020-05-15,Center for Family Services,Ltcf,"Gown, Surgical, Sterile, XL",Donations,gowns,3.0,30.0,90,19
9386,2020-05-15,Center for Family Services,Ltcf,"Gown, Surgical, Sterile, XXL",Donations,gowns,1.0,18.0,18,19
9389,2020-05-15,Center for Family Services,Ltcf,"Gloves, (NITRILE), X Small",Donations,gloves,1.0,100.0,100,19
9390,2020-05-15,Center for Family Services,Ltcf,"Gloves, (NITRILE), Small",Donations,gloves,1.0,100.0,100,19
9391,2020-05-15,Center for Family Services,Ltcf,"Gloves, (NITRILE), Medium",Donations,gloves,2.0,100.0,200,19
9392,2020-05-15,Center for Family Services,Ltcf,"Gloves, (NITRILE), Large",Donations,gloves,1.0,100.0,100,19
9396,2020-05-15,Center for Family Services,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,1.0,24.0,24,19
9398,2020-05-19,Cobalt Rehabilitation Hospital,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,6.0,50.0,300,20
9399,2020-05-19,Cobalt Rehabilitation Hospital,Ltcf,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,n95,3.0,30.0,90,20
